season_year,target_season,player_id,player_name,prior_model,poss_season,w_poss,prior_o,prior_d,m500_o,m500_d,m500,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,next_year,metric_o,metric_d,metric
2024,2024-25,203497,Rudy Gobert,atomic_denominator,6471.1,13851.3,1.009,2.034,-2.12,7.141,5.021,-1.527,6.042,4.514,-1.074,5.324,4.25,-0.601,4.573,3.972,2025,-1.074,5.324,4.25
2024,2024-25,203500,Steven Adams,atomic_denominator,2137.6,4639.5,1.124,0.967,1.216,5.886,7.102,1.165,4.241,5.406,1.139,3.29,4.429,1.104,2.456,3.56,2025,1.139,3.29,4.429
2024,2024-25,203501,Tim Hardaway Jr.,atomic_denominator,5728.2,11033.5,1.245,-0.364,2.501,-0.775,1.726,2.106,-0.526,1.58,1.867,-0.371,1.497,1.624,-0.24,1.384,2025,1.867,-0.371,1.497
2024,2024-25,203507,Giannis Antetokounmpo,atomic_denominator,6031.0,12366.7,3.85,1.617,4.993,3.226,8.218,4.752,2.618,7.369,4.523,2.273,6.796,4.261,1.974,6.234,2025,4.523,2.273,6.796
2024,2024-25,203552,Seth Curry,atomic_denominator,2572.2,5973.7,0.857,-0.264,1.533,1.797,3.33,1.206,1.439,2.645,1.007,1.14,2.147,0.833,0.791,1.625,2025,1.007,1.14,2.147
2024,2024-25,203606,203606,atomic_denominator,5.8,4.7,0.0,-0.0,-0.378,-0.433,-0.812,-0.147,-0.218,-0.364,-0.114,-0.175,-0.289,-0.102,-0.15,-0.252,2025,-0.114,-0.175,-0.289
2024,2024-25,203759,203759,atomic_denominator,14.1,11.9,0.0,-0.0,-0.159,-0.291,-0.449,-0.093,-0.18,-0.273,-0.089,-0.156,-0.245,-0.091,-0.14,-0.231,2025,-0.089,-0.156,-0.245
2024,2024-25,203897,Zach LaVine,atomic_denominator,6365.7,10788.9,1.655,-1.56,1.507,-1.069,0.438,1.191,-1.093,0.099,1.083,-1.168,-0.085,1.059,-1.27,-0.211,2025,1.083,-1.168,-0.085
2024,2024-25,203901,Elfrid Payton,atomic_denominator,1246.4,2097.9,-0.979,1.312,-1.379,0.292,-1.087,-1.674,0.668,-1.006,-1.653,0.843,-0.81,-1.543,0.99,-0.554,2025,-1.653,0.843,-0.81
2024,2024-25,203903,Jordan Clarkson,atomic_denominator,2356.4,7693.1,0.61,0.021,1.893,-0.815,1.078,1.584,-0.44,1.144,1.392,-0.277,1.114,1.18,-0.157,1.023,2025,1.392,-0.277,1.114
2024,2024-25,203914,Gary Harris,atomic_denominator,1808.9,5132.0,-0.253,0.709,0.313,0.911,1.225,-0.106,1.194,1.087,-0.319,1.258,0.939,-0.481,1.238,0.757,2025,-0.319,1.258,0.939
2024,2024-25,203915,Spencer Dinwiddie,atomic_denominator,5205.0,10763.8,1.356,0.073,0.936,0.496,1.432,0.879,0.485,1.365,0.871,0.458,1.33,0.877,0.419,1.296,2025,0.871,0.458,1.33
2024,2024-25,203924,Jerami Grant,atomic_denominator,3755.0,8629.5,-0.133,0.679,-1.204,-0.183,-1.387,-1.261,0.131,-1.129,-1.225,0.328,-0.898,-1.124,0.501,-0.622,2025,-1.225,0.328,-0.898
2024,2024-25,203926,Doug McDermott,atomic_denominator,773.8,3984.9,1.093,-0.093,3.548,-2.986,0.562,2.657,-2.068,0.59,2.146,-1.523,0.623,1.708,-1.046,0.662,2025,2.146,-1.523,0.623
2024,2024-25,203932,Aaron Gordon,atomic_denominator,4750.4,11805.0,2.161,-0.88,0.877,1.792,2.669,1.249,1.27,2.519,1.482,0.884,2.366,1.666,0.468,2.134,2025,1.482,0.884,2.366
2024,2024-25,203935,Marcus Smart,atomic_denominator,1679.5,6940.2,0.566,1.707,2.318,0.567,2.885,1.709,0.911,2.621,1.351,1.118,2.469,1.019,1.316,2.335,2025,1.351,1.118,2.469
2024,2024-25,203937,Kyle Anderson,atomic_denominator,2494.2,8055.6,0.248,1.749,-1.361,0.405,-0.956,-1.087,0.812,-0.275,-0.869,1.113,0.244,-0.622,1.397,0.776,2025,-0.869,1.113,0.244
2024,2024-25,203939,Dwight Powell,atomic_denominator,1349.0,4899.4,0.652,1.975,-0.267,2.353,2.087,-0.101,2.187,2.086,0.001,2.159,2.16,0.113,2.148,2.26,2025,0.001,2.159,2.16
2024,2024-25,203944,Julius Randle,atomic_denominator,6327.5,12344.6,1.629,0.116,1.778,0.256,2.034,1.304,0.421,1.725,1.041,0.56,1.601,0.871,0.664,1.534,2025,1.041,0.56,1.601
2024,2024-25,203952,Andrew Wiggins,atomic_denominator,4813.3,10395.1,1.304,0.38,-1.551,0.492,-1.058,-1.034,0.386,-0.648,-0.557,0.294,-0.262,-0.042,0.211,0.169,2025,-0.557,0.294,-0.262
2024,2024-25,203954,Joel Embiid,atomic_denominator,1373.4,7534.8,2.194,1.07,1.18,3.539,4.719,1.572,2.905,4.477,1.695,2.567,4.262,1.757,2.22,3.977,2025,1.695,2.567,4.262
2024,2024-25,203957,Danté Exum,atomic_denominator,918.8,2412.9,1.007,0.028,0.767,0.985,1.752,0.811,0.562,1.373,0.849,0.345,1.194,0.876,0.184,1.06,2025,0.849,0.345,1.194
2024,2024-25,203967,Dario Šarić,atomic_denominator,520.4,2985.5,-0.131,0.279,0.456,-0.179,0.278,0.265,-0.095,0.17,0.114,-0.021,0.093,-0.03,0.047,0.017,2025,0.114,-0.021,0.093
2024,2024-25,203991,Clint Capela,atomic_denominator,2926.0,8261.4,0.097,2.158,-1.268,4.852,3.585,-0.633,3.359,2.727,-0.338,2.728,2.39,-0.124,2.29,2.166,2025,-0.338,2.728,2.39
2024,2024-25,203992,Bogdan Bogdanović,atomic_denominator,3573.7,9365.6,0.795,0.596,0.756,2.408,3.165,0.542,2.253,2.795,0.534,1.962,2.496,0.584,1.562,2.146,2025,0.534,1.962,2.496
2024,2024-25,203994,Jusuf Nurkić,atomic_denominator,2586.4,7175.6,-0.28,2.514,0.523,5.709,6.232,0.21,4.576,4.787,-0.02,4.001,3.981,-0.237,3.497,3.26,2025,-0.02,4.001,3.981
2024,2024-25,203995,Vasilije Micic,atomic_denominator,1871.4,2527.5,-0.97,-0.671,-1.955,0.714,-1.241,-1.933,0.464,-1.468,-1.809,0.181,-1.629,-1.638,-0.119,-1.757,2025,-1.809,0.181,-1.629
2024,2024-25,203999,Nikola Jokić,atomic_denominator,7576.3,15652.7,4.789,2.647,9.556,2.601,12.157,8.103,2.75,10.852,7.161,2.876,10.037,6.27,2.97,9.24,2025,7.161,2.876,10.037
2024,2024-25,204001,Kristaps Porziņģis,atomic_denominator,3581.2,8706.6,2.175,2.451,1.992,2.018,4.009,1.939,2.027,3.966,1.895,2.158,4.053,1.851,2.337,4.188,2025,1.895,2.158,4.053
2024,2024-25,204060,Joe Ingles,atomic_denominator,262.6,4251.8,-0.09,0.83,2.867,-0.031,2.837,1.93,0.375,2.305,1.336,0.587,1.923,0.778,0.751,1.529,2025,1.336,0.587,1.923
2024,2024-25,204225,204225,atomic_denominator,11.9,9.0,0.0,-0.0,-0.251,-0.04,-0.291,-0.122,-0.118,-0.24,-0.106,-0.124,-0.23,-0.1,-0.124,-0.224,2025,-0.106,-0.124,-0.23
2024,2024-25,204456,T.J. McConnell,atomic_denominator,4404.1,7900.4,1.045,1.682,1.158,-0.699,0.459,1.211,-0.344,0.867,1.221,-0.052,1.169,1.192,0.311,1.503,2025,1.221,-0.052,1.169
2024,2024-25,1626143,Jahlil Okafor,atomic_denominator,8.4,212.1,0.913,0.679,0.325,0.552,0.876,0.646,0.547,1.193,0.719,0.552,1.271,0.761,0.556,1.317,2025,0.719,0.552,1.271
2024,2024-25,1626145,Tyus Jones,atomic_denominator,5381.8,9928.2,1.159,-0.41,1.46,-1.253,0.206,1.119,-1.134,-0.015,1.003,-1.042,-0.039,0.953,-0.925,0.029,2025,1.003,-1.042,-0.039
2024,2024-25,1626153,Delon Wright,atomic_denominator,1640.0,5128.4,0.13,1.617,-2.197,4.247,2.05,-1.849,3.61,1.761,-1.471,3.123,1.652,-1.038,2.626,1.587,2025,-1.471,3.123,1.652
2024,2024-25,1626156,D'Angelo Russell,atomic_denominator,3473.9,10257.2,1.268,0.447,3.607,-0.773,2.833,3.003,-0.561,2.442,2.564,-0.384,2.18,2.088,-0.175,1.913,2025,2.564,-0.384,2.18
2024,2024-25,1626157,Karl-Anthony Towns,atomic_denominator,7805.5,12835.7,2.405,0.566,4.133,1.589,5.722,3.796,1.228,5.024,3.477,1.083,4.561,3.1,0.997,4.097,2025,3.477,1.083,4.561
2024,2024-25,1626158,Richaun Holmes,atomic_denominator,1309.7,3432.5,1.189,1.435,-0.575,3.071,2.496,0.006,2.237,2.243,0.337,1.879,2.216,0.608,1.623,2.231,2025,0.337,1.879,2.216
2024,2024-25,1626162,Kelly Oubre Jr.,atomic_denominator,5074.3,10124.5,0.244,0.936,1.696,-1.407,0.288,1.13,-0.839,0.291,0.777,-0.444,0.333,0.445,-0.03,0.415,2025,0.777,-0.444,0.333
2024,2024-25,1626164,Devin Booker,atomic_denominator,6842.8,13551.1,2.506,-0.327,4.314,0.753,5.067,3.613,0.621,4.234,3.171,0.443,3.615,2.771,0.232,3.002,2025,3.171,0.443,3.615
2024,2024-25,1626166,Cameron Payne,atomic_denominator,2931.6,6254.7,1.181,1.25,0.144,0.636,0.78,0.138,0.844,0.983,0.258,0.976,1.235,0.434,1.099,1.533,2025,0.258,0.976,1.235
2024,2024-25,1626167,Myles Turner,atomic_denominator,6880.6,11897.9,0.524,1.701,-0.343,4.5,4.157,-0.101,3.582,3.481,0.061,3.027,3.088,0.209,2.503,2.712,2025,0.061,3.027,3.088
2024,2024-25,1626168,Trey Lyles,atomic_denominator,3311.5,6281.0,0.917,0.734,0.259,1.157,1.417,0.535,1.149,1.684,0.648,1.09,1.738,0.728,1.004,1.732,2025,0.648,1.09,1.738
2024,2024-25,1626171,Bobby Portis,atomic_denominator,3410.0,8905.9,0.962,0.756,-0.205,1.819,1.614,0.062,1.338,1.4,0.208,1.124,1.332,0.359,0.961,1.32,2025,0.208,1.124,1.332
2024,2024-25,1626172,Kevon Looney,atomic_denominator,3090.5,7372.0,0.384,2.613,-0.972,2.591,1.619,-0.19,2.365,2.175,0.11,2.28,2.39,0.262,2.24,2.502,2025,0.11,2.28,2.39
2024,2024-25,1626179,Terry Rozier,atomic_denominator,4088.1,9743.2,0.06,-0.355,0.249,0.02,0.269,0.027,0.002,0.029,-0.051,-0.045,-0.096,-0.125,-0.09,-0.215,2025,-0.051,-0.045,-0.096
2024,2024-25,1626181,Norman Powell,atomic_denominator,5309.0,10417.7,1.658,-0.72,1.777,-0.795,0.982,1.592,-0.623,0.969,1.491,-0.544,0.946,1.401,-0.496,0.905,2025,1.491,-0.544,0.946
2024,2024-25,1626192,Pat Connaughton,atomic_denominator,1534.9,6546.1,0.679,0.076,0.549,-1.435,-0.886,0.394,-0.928,-0.534,0.366,-0.62,-0.254,0.381,-0.362,0.018,2025,0.366,-0.62,-0.254
2024,2024-25,1626196,Josh Richardson,atomic_denominator,344.6,4372.6,-0.293,-0.107,-0.384,0.161,-0.224,-0.529,0.145,-0.384,-0.563,0.092,-0.471,-0.572,0.043,-0.53,2025,-0.563,0.092,-0.471
2024,2024-25,1626204,Larry Nance Jr.,atomic_denominator,1146.3,4766.0,1.375,1.693,-2.909,3.752,0.843,-1.715,2.914,1.199,-0.929,2.512,1.582,-0.189,2.176,1.987,2025,-0.929,2.512,1.582
2024,2024-25,1626220,Royce O'Neale,atomic_denominator,4477.3,10694.3,0.752,0.665,-0.74,0.766,0.026,-0.323,0.854,0.531,-0.069,0.913,0.844,0.133,0.953,1.086,2025,-0.069,0.913,0.844
2024,2024-25,1627732,Ben Simmons,atomic_denominator,2769.5,4661.6,-1.221,1.581,0.003,0.516,0.519,-0.418,0.919,0.501,-0.738,1.217,0.479,-1.038,1.465,0.426,2025,-0.738,1.217,0.479
2024,2024-25,1627734,Domantas Sabonis,atomic_denominator,5895.5,12950.5,1.286,1.229,1.784,3.308,5.092,1.812,2.786,4.599,1.733,2.497,4.23,1.605,2.207,3.813,2025,1.733,2.497,4.23
2024,2024-25,1627736,Malik Beasley,atomic_denominator,5954.4,11119.1,1.677,-0.462,2.922,-0.444,2.478,2.641,-0.413,2.228,2.48,-0.4,2.08,2.291,-0.397,1.895,2025,2.48,-0.4,2.08
2024,2024-25,1627739,Kris Dunn,atomic_denominator,4690.9,6346.5,-0.032,2.218,2.214,0.921,3.135,1.441,1.433,2.874,0.967,1.735,2.702,0.53,1.984,2.514,2025,0.967,1.735,2.702
2024,2024-25,1627741,Buddy Hield,atomic_denominator,5380.8,11361.9,1.237,0.525,2.586,-0.001,2.585,2.068,0.071,2.14,1.79,0.089,1.879,1.54,0.121,1.661,2025,1.79,0.089,1.879
2024,2024-25,1627742,Brandon Ingram,atomic_denominator,1482.2,7318.5,0.322,-0.065,0.36,1.167,1.527,0.255,1.091,1.346,0.202,0.928,1.131,0.163,0.69,0.853,2025,0.202,0.928,1.131
2024,2024-25,1627746,Skal Labissiere,atomic_denominator,19.6,126.1,0.648,0.451,0.312,1.094,1.406,0.468,0.542,1.01,0.502,0.439,0.941,0.522,0.387,0.909,2025,0.502,0.439,0.941
2024,2024-25,1627747,Caris LeVert,atomic_denominator,3795.7,8963.5,1.434,0.651,1.955,-0.238,1.718,1.721,-0.03,1.691,1.591,0.118,1.709,1.476,0.281,1.756,2025,1.591,0.118,1.709
2024,2024-25,1627749,Dejounte Murray,atomic_denominator,2493.2,9624.0,0.787,1.313,1.755,-0.405,1.35,1.413,0.103,1.516,1.258,0.337,1.595,1.112,0.544,1.656,2025,1.258,0.337,1.595
2024,2024-25,1627750,Jamal Murray,atomic_denominator,7372.7,12739.7,2.371,-0.197,0.714,1.05,1.764,1.007,0.762,1.769,1.256,0.556,1.812,1.522,0.36,1.882,2025,1.256,0.556,1.812
2024,2024-25,1627751,Jakob Poeltl,atomic_denominator,4154.3,7890.9,0.952,2.247,0.643,5.108,5.751,0.847,4.064,4.911,0.869,3.519,4.389,0.835,3.052,3.886,2025,0.869,3.519,4.389
2024,2024-25,1627752,Taurean Prince,atomic_denominator,5478.6,9611.3,-0.239,0.408,0.142,-2.902,-2.76,0.061,-2.208,-2.147,-0.035,-1.691,-1.726,-0.161,-1.136,-1.297,2025,-0.035,-1.691,-1.726
2024,2024-25,1627759,Jaylen Brown,atomic_denominator,6372.0,14678.8,1.405,-0.327,1.997,-0.408,1.59,1.644,-0.194,1.45,1.417,-0.053,1.364,1.203,0.081,1.285,2025,1.417,-0.053,1.364
2024,2024-25,1627763,Malcolm Brogdon,atomic_denominator,1399.2,5775.1,1.397,-0.417,1.452,0.601,2.053,1.253,0.392,1.645,1.176,0.203,1.379,1.131,0.003,1.133,2025,1.176,0.203,1.379
2024,2024-25,1627777,Georges Niang,atomic_denominator,4060.2,8531.3,0.034,-0.289,0.858,-0.967,-0.11,0.808,-0.873,-0.065,0.7,-0.756,-0.057,0.512,-0.603,-0.091,2025,0.7,-0.756,-0.057
2024,2024-25,1627780,Gary Payton II,atomic_denominator,2678.1,4379.8,0.529,2.163,-0.28,0.604,0.324,-0.042,1.036,0.995,0.113,1.314,1.427,0.233,1.563,1.796,2025,0.113,1.314,1.427
2024,2024-25,1627783,Pascal Siakam,atomic_denominator,8074.8,15757.6,1.646,0.809,2.588,2.771,5.359,2.119,2.444,4.564,1.876,2.171,4.047,1.678,1.851,3.529,2025,1.876,2.171,4.047
2024,2024-25,1627814,Damion Lee,atomic_denominator,344.0,2579.2,1.429,0.593,1.544,1.253,2.797,1.087,1.343,2.43,1.012,1.184,2.196,1.046,0.963,2.009,2025,1.012,1.184,2.196
2024,2024-25,1627824,Guerschon Yabusele,atomic_denominator,4605.1,3773.9,0.627,0.559,-0.932,2.633,1.701,-0.511,1.596,1.086,-0.292,1.148,0.856,-0.086,0.837,0.751,2025,-0.292,1.148,0.856
2024,2024-25,1627826,Ivica Zubac,atomic_denominator,7040.8,12186.2,0.829,1.641,-1.847,6.088,4.241,-1.252,4.915,3.663,-0.867,4.231,3.364,-0.497,3.577,3.08,2025,-0.867,4.231,3.364
2024,2024-25,1627827,Dorian Finney-Smith,atomic_denominator,4740.8,10657.4,0.485,0.599,-0.315,3.827,3.512,-0.371,3.224,2.853,-0.407,2.79,2.383,-0.405,2.315,1.909,2025,-0.407,2.79,2.383
2024,2024-25,1627832,Fred VanVleet,atomic_denominator,5469.9,11130.0,1.312,1.094,1.322,3.618,4.94,1.121,3.578,4.699,1.027,3.356,4.383,0.96,2.99,3.95,2025,1.027,3.356,4.383
2024,2024-25,1627884,Derrick Jones Jr.,atomic_denominator,4829.1,8957.1,0.359,-0.381,0.067,0.547,0.615,0.027,0.494,0.521,0.008,0.433,0.441,-0.002,0.332,0.33,2025,0.008,0.433,0.441
2024,2024-25,1627936,Alex Caruso,atomic_denominator,3745.4,8519.1,1.668,4.13,0.809,4.911,5.719,0.801,4.852,5.653,0.886,4.757,5.643,1.017,4.616,5.633,2025,0.886,4.757,5.643
2024,2024-25,1628181,1628181,atomic_denominator,15.1,12.0,0.0,-0.0,-0.819,-0.801,-1.62,-0.259,-0.307,-0.566,-0.171,-0.218,-0.389,-0.131,-0.17,-0.301,2025,-0.171,-0.218,-0.389
2024,2024-25,1628365,Markelle Fultz,atomic_denominator,337.0,3451.8,-0.691,0.66,-0.2,-0.289,-0.489,-0.663,0.118,-0.545,-0.827,0.331,-0.496,-0.919,0.504,-0.415,2025,-0.827,0.331,-0.496
2024,2024-25,1628366,Lonzo Ball,atomic_denominator,1898.6,3119.4,1.415,1.375,1.186,0.945,2.131,1.346,0.937,2.282,1.394,0.97,2.364,1.389,1.038,2.427,2025,1.394,0.97,2.364
2024,2024-25,1628368,De'Aaron Fox,atomic_denominator,5498.9,11952.6,1.713,-0.268,4.07,-1.257,2.813,3.376,-1.107,2.269,2.969,-0.932,2.037,2.58,-0.719,1.861,2025,2.969,-0.932,2.037
2024,2024-25,1628369,Jayson Tatum,atomic_denominator,7254.4,16723.8,3.368,-0.125,3.728,2.244,5.972,3.449,2.03,5.479,3.255,1.8,5.055,3.062,1.513,4.574,2025,3.255,1.8,5.055
2024,2024-25,1628370,Malik Monk,atomic_denominator,4989.8,9325.3,1.176,-0.217,3.856,-1.491,2.366,3.161,-1.14,2.022,2.711,-0.884,1.828,2.249,-0.634,1.615,2025,2.711,-0.884,1.828
2024,2024-25,1628371,Jonathan Isaac,atomic_denominator,2656.4,3678.5,1.658,2.928,0.492,6.051,6.543,0.833,5.034,5.867,1.008,4.486,5.494,1.139,4.011,5.15,2025,1.008,4.486,5.494
2024,2024-25,1628374,Lauri Markkanen,atomic_denominator,3571.5,8476.0,1.761,-0.194,3.915,1.073,4.988,3.326,0.8,4.126,2.945,0.58,3.525,2.568,0.333,2.901,2025,2.945,0.58,3.525
2024,2024-25,1628378,Donovan Mitchell,atomic_denominator,6206.2,12190.9,3.365,0.419,5.945,1.863,7.808,5.209,1.775,6.984,4.706,1.637,6.343,4.191,1.451,5.642,2025,4.706,1.637,6.343
2024,2024-25,1628379,Luke Kennard,atomic_denominator,3733.7,7112.7,1.287,0.492,2.617,0.226,2.843,2.279,0.278,2.556,2.078,0.307,2.385,1.864,0.33,2.193,2025,2.078,0.307,2.385
2024,2024-25,1628380,Zach Collins,atomic_denominator,2384.8,5121.4,0.522,1.468,-0.249,3.128,2.879,0.191,2.085,2.276,0.349,1.666,2.015,0.424,1.414,1.838,2025,0.349,1.666,2.015
2024,2024-25,1628381,John Collins,atomic_denominator,2959.9,8446.7,1.111,0.305,0.104,2.085,2.189,0.495,1.449,1.945,0.729,1.082,1.811,0.92,0.746,1.666,2025,0.729,1.082,1.811
2024,2024-25,1628384,OG Anunoby,atomic_denominator,8427.5,13543.8,1.045,0.725,0.821,1.326,2.147,0.737,1.464,2.201,0.709,1.537,2.246,0.683,1.57,2.252,2025,0.709,1.537,2.246
2024,2024-25,1628386,Jarrett Allen,atomic_denominator,6281.3,11888.7,1.228,2.581,1.095,2.619,3.714,1.306,2.499,3.806,1.309,2.546,3.855,1.229,2.637,3.866,2025,1.309,2.546,3.855
2024,2024-25,1628389,Bam Adebayo,atomic_denominator,6953.9,14635.8,0.346,1.422,-1.903,5.773,3.87,-1.443,4.881,3.437,-1.279,4.331,3.053,-1.129,3.758,2.629,2025,-1.279,4.331,3.053
2024,2024-25,1628392,Isaiah Hartenstein,atomic_denominator,5091.7,9716.1,0.205,2.273,1.171,4.192,5.362,1.259,3.634,4.894,1.154,3.315,4.469,0.917,3.016,3.934,2025,1.154,3.315,4.469
2024,2024-25,1628396,Tony Bradley,atomic_denominator,384.5,1047.3,1.118,1.034,0.468,2.56,3.028,0.689,1.691,2.381,0.806,1.38,2.187,0.89,1.177,2.067,2025,0.806,1.38,2.187
2024,2024-25,1628398,Kyle Kuzma,atomic_denominator,5015.8,11014.5,-0.989,-0.416,-0.239,-1.398,-1.637,-0.528,-1.155,-1.684,-0.724,-1.028,-1.752,-0.915,-0.911,-1.826,2025,-0.724,-1.028,-1.752
2024,2024-25,1628401,Derrick White,atomic_denominator,7388.6,14562.2,2.86,0.764,1.169,2.151,3.319,1.374,2.046,3.419,1.556,1.942,3.498,1.753,1.814,3.568,2025,1.556,1.942,3.498
2024,2024-25,1628404,Josh Hart,atomic_denominator,8773.0,15534.9,1.55,1.241,0.495,1.329,1.824,0.641,1.392,2.033,0.728,1.508,2.236,0.816,1.641,2.457,2025,0.728,1.508,2.236
2024,2024-25,1628408,PJ Dozier,atomic_denominator,87.3,749.1,0.573,0.597,-1.145,1.991,0.846,-0.39,1.228,0.839,-0.063,0.936,0.873,0.166,0.743,0.909,2025,-0.063,0.936,0.873
2024,2024-25,1628415,Dillon Brooks,atomic_denominator,5863.5,10410.8,0.589,-0.278,-0.927,2.088,1.162,-0.701,1.878,1.178,-0.47,1.61,1.14,-0.205,1.239,1.034,2025,-0.47,1.61,1.14
2024,2024-25,1628418,Thomas Bryant,atomic_denominator,2700.5,4267.2,1.669,1.293,0.058,0.657,0.714,0.471,0.586,1.058,0.729,0.648,1.377,0.984,0.765,1.749,2025,0.729,0.648,1.377
2024,2024-25,1628420,Monté Morris,atomic_denominator,1372.0,4985.1,0.844,0.249,1.523,1.062,2.585,1.056,0.93,1.986,0.869,0.798,1.668,0.764,0.641,1.405,2025,0.869,0.798,1.668
2024,2024-25,1628427,Vlatko Čančar,atomic_denominator,355.3,1198.9,-0.51,0.215,-0.749,1.297,0.547,-0.93,0.65,-0.279,-0.883,0.418,-0.464,-0.803,0.27,-0.533,2025,-0.883,0.418,-0.464
2024,2024-25,1628436,Luke Kornet,atomic_denominator,3771.8,5583.5,1.872,1.905,1.426,5.513,6.94,1.355,4.61,5.965,1.341,4.065,5.406,1.355,3.519,4.873,2025,1.341,4.065,5.406
2024,2024-25,1628449,Chris Boucher,atomic_denominator,2083.6,5275.3,2.653,0.568,2.687,2.174,4.861,2.473,1.714,4.187,2.381,1.43,3.811,2.34,1.161,3.501,2025,2.381,1.43,3.811
2024,2024-25,1628464,Daniel Theis,atomic_denominator,1546.5,4136.4,-0.212,1.515,-1.319,3.075,1.756,-0.955,2.166,1.211,-0.756,1.8,1.044,-0.601,1.573,0.972,2025,-0.756,1.8,1.044
2024,2024-25,1628467,Maxi Kleber,atomic_denominator,1598.9,5324.5,-0.836,0.167,-1.219,0.627,-0.592,-1.151,0.534,-0.618,-1.121,0.503,-0.617,-1.098,0.461,-0.637,2025,-1.121,0.503,-0.617
2024,2024-25,1628470,Torrey Craig,atomic_denominator,803.5,5172.3,1.324,1.316,-0.856,-1.018,-1.873,-0.502,-0.305,-0.808,-0.186,0.171,-0.015,0.171,0.605,0.776,2025,-0.186,0.171,-0.015
2024,2024-25,1628960,Grayson Allen,atomic_denominator,3783.0,9663.8,1.523,0.239,2.593,-0.222,2.37,2.244,0.072,2.317,2.049,0.188,2.237,1.85,0.247,2.097,2025,2.049,0.188,2.237
2024,2024-25,1628963,Marvin Bagley III,atomic_denominator,732.1,3679.1,2.265,1.033,-0.405,1.092,0.687,0.504,0.826,1.33,0.974,0.76,1.734,1.373,0.752,2.125,2025,0.974,0.76,1.734
2024,2024-25,1628964,Mo Bamba,atomic_denominator,974.6,3550.0,-0.162,1.436,-3.739,3.293,-0.446,-2.684,2.361,-0.323,-2.053,1.977,-0.077,-1.483,1.72,0.237,2025,-2.053,1.977,-0.077
2024,2024-25,1628969,Mikal Bridges,atomic_denominator,9229.8,16304.6,0.656,-0.291,1.501,0.014,1.515,1.151,0.308,1.459,0.891,0.454,1.345,0.612,0.537,1.149,2025,0.891,0.454,1.345
2024,2024-25,1628970,Miles Bridges,atomic_denominator,4740.4,8857.0,1.698,-0.122,0.871,0.268,1.14,0.844,0.104,0.948,0.864,0.055,0.92,0.927,0.024,0.951,2025,0.864,0.055,0.92
2024,2024-25,1628971,Bruce Brown,atomic_denominator,2245.5,7919.1,-1.142,0.265,-0.565,-0.081,-0.646,-0.755,-0.113,-0.869,-0.881,-0.122,-1.003,-1.02,-0.081,-1.101,2025,-0.881,-0.122,-1.003
2024,2024-25,1628973,Jalen Brunson,atomic_denominator,7328.7,14979.9,3.824,-0.731,4.457,2.243,6.701,3.953,1.872,5.826,3.717,1.505,5.221,3.533,1.071,4.604,2025,3.717,1.505,5.221
2024,2024-25,1628975,Jevon Carter,atomic_denominator,782.1,4327.8,1.483,-0.193,1.128,0.733,1.861,1.127,0.535,1.662,1.172,0.354,1.527,1.229,0.163,1.392,2025,1.172,0.354,1.527
2024,2024-25,1628976,Wendell Carter Jr.,atomic_denominator,4502.5,8235.9,-0.221,1.42,-2.239,3.036,0.796,-1.976,2.78,0.804,-1.781,2.659,0.878,-1.553,2.518,0.965,2025,-1.781,2.659,0.878
2024,2024-25,1628978,Donte DiVincenzo,atomic_denominator,4629.5,10694.4,1.815,0.644,2.744,-1.113,1.631,2.43,-0.643,1.787,2.232,-0.303,1.928,2.028,0.048,2.077,2025,2.232,-0.303,1.928
2024,2024-25,1628981,Bruno Fernando,atomic_denominator,367.0,1753.4,-0.27,0.403,-3.133,2.156,-0.976,-2.155,1.06,-1.095,-1.603,0.706,-0.897,-1.141,0.499,-0.642,2025,-1.603,0.706,-0.897
2024,2024-25,1628983,Shai Gilgeous-Alexander,atomic_denominator,7881.0,12837.6,5.659,0.687,7.259,0.937,8.197,6.52,0.914,7.433,6.158,0.834,6.992,5.888,0.73,6.619,2025,6.158,0.834,6.992
2024,2024-25,1628988,Aaron Holiday,atomic_denominator,1941.0,4499.7,0.654,0.174,-0.388,1.07,0.682,-0.119,0.843,0.724,0.052,0.666,0.718,0.209,0.498,0.707,2025,0.052,0.666,0.718
2024,2024-25,1628989,Kevin Huerter,atomic_denominator,4144.5,9673.8,1.074,0.297,1.901,0.055,1.957,1.712,0.251,1.964,1.624,0.324,1.949,1.517,0.355,1.872,2025,1.624,0.324,1.949
2024,2024-25,1628991,Jaren Jackson Jr.,atomic_denominator,5716.0,10652.8,0.472,2.085,2.966,2.433,5.399,2.632,2.259,4.892,2.29,2.139,4.43,1.873,2.025,3.898,2025,2.29,2.139,4.43
2024,2024-25,1628995,Kevin Knox II,atomic_denominator,294.2,2136.0,1.19,0.548,2.749,-0.606,2.143,1.981,-0.181,1.8,1.586,0.031,1.617,1.311,0.194,1.504,2025,1.586,0.031,1.617
2024,2024-25,1628997,Caleb Martin,atomic_denominator,2884.3,7870.2,-0.826,0.429,-2.226,1.607,-0.619,-2.06,1.508,-0.552,-1.919,1.355,-0.564,-1.763,1.163,-0.6,2025,-1.919,1.355,-0.564
